LandSF,TotalFinishedArea,TotalAppraisedValue
8262.0,3489.25,144000.0
9825.0,1326.0,96600.0
3125.0,2835.0,74700.0
8344.0,2596.00001,162300.0
6370.0,5042.0,122400.0
64469.0,83600.0,4522000.0
16800.0,5591.0,379400.0
8100.0,3795.0,179500.0
7700.0,2481.60001,152200.0
7500.0,1242.0,111000.0
20928.0,4340.0,466800.0
1692.0,850.0,60100.0
5050.0,2962.5,155000.0
15660.0,992.0,94300.0
5000.0,1192.0,137900.0
7255.0,1656.0,104900.0
10220.0,2638.0,170000.0
14995.0,8445.5,224100.0
33100.0,5052.0,475000.0
29700.0,3853.0,470000.0
6000.0,3588.0,140300.0
7500.0,2616.0,203100.0
6500.0,1380.0,147400.0
7950.0,1044.0,143700.0
7500.0,3324.5,177000.0
7840.0,1120.0,104900.0
8160.0,1485.0,158000.0
6550.0,3425.0,174400.0
9100.0,2932.60001,114700.0
4850.0,1260.0,148200.0
6424.0,3714.0,154000.0
5225.0,1232.0,123700.0
5585.0,1155.0,134000.0
6500.0,1074.0,124900.0
7650.0,2348.0,143400.0
7595.0,4038.0,285200.0
6770.0,4416.0,109600.0
5220.0,3864.0,143300.0
4950.0,1260.0,145200.0
8466.0,900.0,125800.0
4644.0,1388.00001,103000.0
7810.0,1075.20001,97800.0
7500.0,900.0,114900.0
7600.0,1375.0,131400.0
7950.0,2733.5,175100.0
7575.0,2423.0,132700.0
9639.0,3619.0,198500.0
17175.0,7904.25,294000.0
83635.0,109275.0,4831800.0
13026.0,2460.0,154900.0
9000.0,2950.0,166800.0
7500.0,3481.25,180900.0
7600.0,1830.5,115800.0
16100.0,16048.0,575500.0
5710.0,1167.25,120400.0
5500.0,980.0,137200.0
7500.0,2117.00001,156500.0
4250.0,2576.0,153000.0
6290.0,1500.0,167500.0
5560.0,2520.0,155700.0
9820.0,1397.0,111300.0
5200.0,3510.0,180700.0
7200.0,1503.8,131000.0
8600.0,3954.0,166300.0
6570.0,4092.0,181200.0
12020.0,2947.5,146200.0
5710.0,1167.25,120400.0
6640.0,4194.0,178500.0
6000.0,1109.80001,126300.0
6120.0,3936.0,178000.0
3800.0,1536.0,122300.0
7500.0,3411.0,161600.0
7775.0,1152.0,124500.0
7965.0,2970.5,160000.0
10680.0,1274.0,135400.0
5890.0,1760.0,135600.0
5000.0,1440.0,140300.0
6900.0,1750.0,154800.0
5100.0,1996.0,111300.0
9850.0,3072.5,226900.0
8262.0,3489.25,144000.0
6250.0,2386.0,189500.0
9800.0,3132.0,172100.0
11250.0,1428.0,128100.0
9050.0,3240.25,71100.0
6200.0,2382.0,159900.0
38108.0,34659.0,463100.0
7788.0,960.0,147900.0
10000.0,3309.60001,197400.0
16800.0,3016.08,382000.0
4380.0,2616.0,129500.0
6480.0,1904.0,142900.0
5494.0,1384.0,114700.0
7840.0,2230.0,148500.0
8480.0,4026.0,177700.0
6600.0,3087.0,185600.0
8195.0,1120.0,105600.0
7650.0,1030.0,126700.0
4910.0,672.0,107400.0
6750.0,4162.0,90600.0
8950.0,1015.00001,134000.0
7200.0,3645.0,150700.0
7550.0,1841.0,154500.0
7700.0,1364.0,103000.0
8730.0,3864.0,178500.0
9600.0,1671.0,154400.0
5000.0,1056.0,116900.0
12595.0,2165.0,238500.0
13460.0,2760.5,137300.0
6000.0,3888.0,103400.0
9782.0,4248.0,324700.0
5000.0,3636.0,175600.0
6860.0,1392.0,128100.0
6000.0,2802.5,155900.0
5500.0,667.0,106400.0
5385.0,3432.0,158000.0
6750.0,3616.5,155100.0
5500.0,2990.0,165100.0
5500.0,1702.0,140900.0
7650.0,2240.0,180100.0
7100.0,1192.0,136900.0
7500.0,4737.0,165100.0
6050.0,943.0,110200.0
9240.0,1664.0,132200.0
10505.0,1008.00001,95800.0
5710.0,2560.0,150400.0
5650.0,1101.0,151000.0
6720.0,1480.0,124500.0
4950.0,1260.0,145200.0
5000.0,1822.0,152000.0
5000.0,1040.20001,133800.0
5500.0,1724.00001,144500.0
5150.0,1024.0,116100.0
11390.0,1980.0,154100.0
11770.0,3805.0,350200.0
5000.0,3741.0,145000.0
6780.0,1492.0,127800.0
6000.0,1186.0,146400.0
3250.0,2414.0,109900.0
4365.0,1144.0,85700.0
13510.0,9973.0,401900.0
5000.0,1188.0,101200.0
11700.0,19340.0,830100.0
7710.0,4176.0,118000.0
7890.0,1168.60001,105300.0
8100.0,1075.20001,145000.0
8540.0,3426.55,155600.0
8025.0,1632.0,120200.0
7550.0,3888.0,154800.0
4680.0,3135.0,117363.0
3125.0,2835.0,74700.0
7850.0,3532.75,142900.0
33506.0,1588.0,365500.0
6250.0,1638.0,136900.0
7314.0,2329.80001,169300.0
6500.0,3258.0,191800.0
4293.0,2415.20001,141600.0
4788.0,2205.0,149400.0
6660.0,3924.0,97900.0
6100.0,3450.0,143800.0
6300.0,2940.0,166500.0
6200.0,2802.5,157000.0
7975.0,1356.0,140700.0
10600.0,3432.0,32300.0
6670.0,4143.0,164900.0
9500.0,2784.0,165800.0
7200.0,3915.0,163700.0
8400.0,1644.0,133800.0
9000.0,1490.0,208700.0
8730.0,912.0,114800.0
7500.0,4004.0,67900.0
15000.0,1568.0,104400.0
7000.0,2997.60001,200800.0
6405.0,3136.0,179500.0
5124.0,3080.0,150900.0
7500.0,3791.25,140400.0
6815.0,1120.0,103700.0
7000.0,2743.20001,191600.0
7500.0,2840.5,133700.0
6250.0,1561.0,140200.0
10050.0,5295.0,215900.0
217051.0,49248.0,753880.0
9850.0,4311.25,146700.0
7350.0,1532.0,156000.0
6000.0,4575.0,194800.0
6100.0,3958.75,205800.0
7800.0,1013.25,119400.0
9000.0,1860.0,148500.0
8950.0,2157.0,247500.0
5000.0,2160.0,140300.0
7500.0,900.0,116200.0
17175.0,7904.25,294000.0
8530.0,3661.5,154000.0
4400.0,1519.0,98800.0
64075.0,120287.0,1614639.0
6010.0,3402.0,160800.0
6000.0,3952.5,91900.0
9275.0,1192.0,126900.0
6500.0,4407.0,188700.0
8100.0,1860.0,139800.0
9000.0,2042.40001,134000.0
6500.0,1144.40001,115600.0
11058.0,3341.0,327400.0
10230.0,4448.0,107500.0
7480.0,1135.20001,138100.0
14539.0,69589.8,1420000.0
5000.0,1041.60001,110700.0
7740.0,1404.0,134200.0
7800.0,1015.0,107200.0
5935.0,3789.0,189900.0
6700.0,1315.0,108600.0
5000.0,1716.0,141500.0
3125.0,1386.0,93300.0
6700.0,3801.0,140200.0
10000.0,3774.0,197100.0
9500.0,2784.0,165800.0
6325.0,2236.0,158300.0
6370.0,5042.0,122400.0
4830.0,4023.0,102800.0
8639.0,1322.0,151900.0
7330.0,3443.0,155300.0
16100.0,16048.0,575500.0
8250.0,3780.00002,292500.0
3700.0,2858.0,213400.0
7000.0,1474.0,143700.0
4875.0,2716.0,141900.0
6150.0,3354.0,171400.0
22990.0,4680.0,197600.0
4030.0,2698.0,135900.0
7000.0,3645.0,150300.0
15640.0,1496.0,458300.0
6860.0,1392.0,128100.0
8520.0,3945.0,191300.0
4500.0,3915.0,183700.0
6600.0,1176.0,111000.0
3800.0,1536.0,122300.0
8810.0,3314.5,169000.0
7500.0,2877.5,78800.0
6500.0,1859.0,140500.0
6500.0,1814.75,150400.0
9880.0,1786.0,179700.0
6500.0,1284.0,161900.0
6800.0,1536.0,126200.0
7285.0,3976.5,252000.0
8100.0,1075.20001,145000.0
7500.0,2161.0,120300.0
6640.0,1190.00001,103800.0
7500.0,2184.0,157500.0
7850.0,3168.0,130100.0
8450.0,2022.0,114200.0
7575.0,2423.0,132700.0
6010.0,3402.0,160800.0
6550.0,3398.0,138100.0
6300.0,2802.25,179100.0
6210.0,3435.0,175500.0
5500.0,1232.0,127800.0
6280.0,2374.0,171200.0
6500.0,2772.0,209100.0
8640.0,3244.0,170900.0
3540.0,2748.0,132400.0
5300.0,3594.0,154700.0
8208.0,3250.0,360300.0
7500.0,1264.0,130100.0
7000.0,1698.0,122800.0
6250.0,2800.0,179600.0
7500.0,3636.0,185900.0
8275.0,3898.80002,198300.0
5175.0,1494.0,98300.0
7300.0,1510.0,143400.0
4610.0,2058.0,95100.0
8855.0,4308.25,165400.0
4964.0,1920.00001,143200.0
6250.0,2207.5,132700.0
11350.0,8960.9,625000.0
5000.0,1405.0,133900.0
3935.0,3451.0,151400.0
9500.0,1955.0,153200.0
5280.0,3349.5,168200.0
7500.0,973.00001,117900.0
11180.0,9926.0,533800.0
5000.0,2800.0,164500.0
8570.0,4625.75,322900.0
6305.0,3582.0,62000.0
4400.0,3741.0,126700.0
4500.0,2829.0,108200.0
16560.0,8778.0,487200.0
6710.0,3338.5,137600.0
6200.0,2382.0,159900.0
9375.0,3354.0,163700.0
4040.0,3169.5,164100.0
6450.0,4974.5,176400.0
6900.0,2686.0,187200.0
20748.0,3652.5,496000.0
6250.0,1826.0,138200.0
5030.0,2160.0,168200.0
7290.0,4040.0,154200.0
7800.0,2732.0,199300.0
13230.0,7665.66,187900.0
6600.0,3969.0,66000.0
5650.0,1096.0,137900.0
7750.0,3485.0,147000.0
5625.0,3696.0,111800.0
6250.0,1888.0,134000.0
7650.0,1052.0,129700.0
9281.0,3150.0,131900.0
8800.0,1450.0,124100.0
9240.0,1664.0,132200.0
8000.0,3963.7,195700.0
6010.0,3402.0,160800.0
4601.0,1156.0,90100.0
7450.0,2930.40001,197800.0
7255.0,3888.0,147200.0
32289.0,4355.2,462000.0
8320.0,1095.5,99000.0
7000.0,2142.0,157800.0
8025.0,1630.0,150100.0
4260.0,1156.0,77200.0
5500.0,2782.0,144100.0
5500.0,1204.0,92300.0
11250.0,1333.0,176100.0
11786.0,1509.3,41500.0
2600.0,1263.0,115100.0
5960.0,3573.0,176500.0
8850.0,5427.5,205700.0
4950.0,2378.5,178500.0
9000.0,3942.5,190200.0
5206.0,2650.0,134000.0
5650.0,3648.75,78500.0
3400.0,2824.0,130100.0
6860.0,1330.0,127200.0
5750.0,1498.5,159500.0
5710.0,1317.0,82600.0
7525.0,2284.0,169700.0
5000.0,3416.5,163700.0
6895.0,3726.0,161700.0
